Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MA125,Fear_Greed_Index
1998-12-22 00:00:00-05:00,11.865463356750775,11.905226973898063,11.801841569315114,11.841605186462402,15200,0.0,0.0,0.0,11.841605186462402,53.69333077282689
1998-12-23 00:00:00-05:00,11.88136591409382,12.088136672973633,11.865460471103065,12.088136672973633,67800,0.0,0.0,0.0,11.964870929718018,48.27441804639965
1998-12-24 00:00:00-05:00,12.119947811913867,12.119947811913867,12.008609708654816,12.024515151977539,12300,0.0,0.0,0.0,11.984752337137857,52.93920073409531
1998-12-28 00:00:00-05:00,12.088136216427417,12.088136216427417,11.881365465356948,11.960892677307129,13500,0.0,0.0,0.0,11.978787422180176,49.449788311208295
1998-12-29 00:00:00-05:00,11.992696472027335,12.08017635345459,11.881358441119918,12.08017635345459,22000,0.0,0.0,0.0,11.99906520843506,53.85742444384847
1998-12-30 00:00:00-05:00,12.072224252364215,12.072224252364215,11.88931176369203,11.89726448059082,21800,0.0,0.0,0.0,11.98209842046102,50.773470694974264
1998-12-31 00:00:00-05:00,11.881368637084961,11.881368637084961,11.817746850540999,11.881368637084961,13000,0.0,0.0,0.0,11.967708451407296,47.9379296969847
1999-01-04 00:00:00-05:00,11.849557776939765,12.088139477146605,11.849557776939765,11.87341594696045,28600,0.0,0.0,0.0,11.95592188835144,48.488541714447756
1999-01-05 00:00:00-05:00,11.94498493823941,11.94498493823941,11.793883264586581,11.809788703918457,42700,0.0,0.0,0.0,11.939684867858887,45.999915531758006
1999-01-06 00:00:00-05:00,11.944990991147277,12.215383596805736,11.865463754188907,12.199478149414062,56400,0.0,0.0,0.0,11.965664196014405,52.3759501703661
1999-01-07 00:00:00-05:00,12.1994755113523,12.20742823332841,12.000657461949558,12.143806457519531,72600,0.0,0.0,0.0,11.981858947060324,47.1494039484122
1999-01-08 00:00:00-05:00,12.215383596805736,12.501681649855872,11.897274648972255,12.199478149414062,421100,0.0,0.0,0.0,11.999993880589804,48.408368475127084
1999-01-11 00:00:00-05:00,12.088136185047238,12.104041627395986,11.929081761559775,11.96884536743164,35000,0.0,0.0,0.0,11.997597841116098,48.73572118229678
