Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA125,Fear_Greed_Index
1927-12-30 00:00:00-05:00,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0.0,0.0,17.65999984741211,46.31307168840909
1928-01-03 00:00:00-05:00,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,0.0,0.0,17.710000038146973,53.48043854758744
1928-01-04 00:00:00-05:00,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,0.0,0.0,17.713333129882812,48.70634338294739
1928-01-05 00:00:00-05:00,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0.0,0.0,17.672499656677246,51.67483379157251
1928-01-06 00:00:00-05:00,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0.0,0.0,17.66999969482422,53.93489577373101
1928-01-09 00:00:00-05:00,17.5,17.5,17.5,17.5,0,0.0,0.0,17.641666412353516,56.98582595192245
1928-01-10 00:00:00-05:00,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,0.0,0.0,17.602857044764928,51.1387087391041
1928-01-11 00:00:00-05:00,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,0.0,0.0,17.571249961853027,38.91515654816011
1928-01-12 00:00:00-05:00,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,0.0,0.0,17.559999889797634,39.77760984093342
1928-01-13 00:00:00-05:00,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0.0,0.0,17.561999893188478,52.4521114084105
1928-01-16 00:00:00-05:00,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,0.0,0.0,17.5372727134011,44.92300177445837
1928-01-17 00:00:00-05:00,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0,0.0,17.517499923706055,52.11782882642913
1928-01-18 00:00:00-05:00,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0.0,0.0,17.49769225487342,43.39682850020586
1928-01-19 00:00:00-05:00,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,0.0,0.0,17.489285605294363,65.92018370846199
1928-01-20 00:00:00-05:00,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,0.0,0.0,17.488666534423828,75.50830839941574
1928-01-23 00:00:00-05:00,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.0,0.0,17.498124837875366,67.639183971908
1928-01-24 00:00:00-05:00,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,0.0,0.0,17.51058802885168,69.52010226634603
1928-01-25 00:00:00-05:00,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,0.0,0.0,17.51111094156901,82.42592336077331
1928-01-26 00:00:00-05:00,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.0,0.0,17.51736821626362,74.96880312484907
1928-01-27 00:00:00-05:00,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,0.0,0.0,17.52599983215332,63.926116766636945
1928-01-30 00:00:00-05:00,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0.0,0.0,17.5242855435326,80.84786242057737
1928-01-31 00:00:00-05:00,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0.0,0.0,17.5263634595004,74.9198028381491
1928-02-01 00:00:00-05:00,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,0.0,0.0,17.526521599811055,71.05886856208824
1928-02-02 00:00:00-05:00,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.0,0.0,17.530833164850872,68.105621790009
1928-02-03 00:00:00-05:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,0.0,0.0,17.525599822998046,75.75471208688587
1928-02-06 00:00:00-05:00,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,0.0,0.0,17.522692166841946,70.87496680132877
1928-02-07 00:00:00-05:00,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,0.0,0.0,17.51962951377586,72.9945842027804
1928-02-08 00:00:00-05:00,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0.0,0.0,17.518571308680944,81.75961957884167
