Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA125,Fear_Greed_Index
1987-09-10 00:00:00-04:00,167.44000244140625,168.97999572753906,167.44000244140625,168.97000122070312,179800000,0.0,0.0,168.97000122070312,56.571120706794105
1987-09-11 00:00:00-04:00,168.97000122070312,170.5399932861328,168.75,170.5399932861328,178000000,0.0,0.0,169.75499725341797,45.56331906803625
1987-09-14 00:00:00-04:00,170.52999877929688,170.9499969482422,170.14999389648438,170.42999267578125,154400000,0.0,0.0,169.97999572753906,43.29080504000799
1987-09-15 00:00:00-04:00,170.4199981689453,170.44000244140625,169.1300048828125,169.1999969482422,136200000,0.0,0.0,169.78499603271484,48.99992302927839
1987-09-16 00:00:00-04:00,169.30999755859375,170.02999877929688,168.82000732421875,168.9199981689453,195700000,0.0,0.0,169.61199645996095,40.900848564895554
1987-09-17 00:00:00-04:00,168.9199981689453,169.25,168.5399932861328,168.82000732421875,150700000,0.0,0.0,169.47999827067056,48.234537207673384
1987-09-18 00:00:00-04:00,168.82000732421875,169.0399932861328,168.75,168.75,188100000,0.0,0.0,169.37571280343192,55.58015677732387
1987-09-21 00:00:00-04:00,168.75,169.1300048828125,167.36000061035156,167.39999389648438,170100000,0.0,0.0,169.12874794006348,47.84203692874834
1987-09-22 00:00:00-04:00,167.39999389648438,167.55999755859375,166.69000244140625,167.55999755859375,209500000,0.0,0.0,168.9544423421224,60.90453552280199
1987-09-23 00:00:00-04:00,167.55999755859375,168.64999389648438,167.5500030517578,168.64999389648438,220300000,0.0,0.0,168.9239974975586,46.61294260282038
1987-09-24 00:00:00-04:00,168.64999389648438,169.05999755859375,168.52000427246094,168.72000122070312,162200000,0.0,0.0,168.9054523814808,50.39877326271017
1987-09-25 00:00:00-04:00,168.72000122070312,168.85000610351562,168.42999267578125,168.85000610351562,138000000,0.0,0.0,168.90083185831705,49.949604235192744
1987-09-28 00:00:00-04:00,168.83999633789062,169.8000030517578,168.83999633789062,169.52000427246094,188100000,0.0,0.0,168.9484605055589,60.430841687335814
1987-09-29 00:00:00-04:00,169.52000427246094,169.69000244140625,168.88999938964844,169.05999755859375,173500000,0.0,0.0,168.95642743791853,91.17383637378003
1987-09-30 00:00:00-04:00,169.0500030517578,170.80999755859375,168.67999267578125,170.80999755859375,183100000,0.0,0.0,169.0799987792969,89.62191210300875
1987-10-01 00:00:00-04:00,170.82000732421875,171.39999389648438,170.25,171.39999389648438,193200000,0.0,0.0,169.2249984741211,85.47740385057841
1987-10-02 00:00:00-04:00,171.39999389648438,172.08999633789062,171.39999389648438,172.0800018310547,189100000,0.0,0.0,169.39293984805838,87.90542563783796
1987-10-05 00:00:00-04:00,172.08999633789062,172.5500030517578,172.08999633789062,172.5399932861328,159700000,0.0,0.0,169.56777615017361,88.90683070657374
1987-10-06 00:00:00-04:00,172.5500030517578,172.6199951171875,170.1300048828125,170.2100067138672,175600000,0.0,0.0,169.60157775878906,85.40115027304346
1987-10-07 00:00:00-04:00,170.2100067138672,170.2100067138672,168.47999572753906,168.8699951171875,186300000,0.0,0.0,169.56499862670898,79.06605285838407
1987-10-08 00:00:00-04:00,168.8699951171875,168.97999572753906,166.77999877929688,167.05999755859375,198700000,0.0,0.0,169.44571286156065,86.25873279786425
1987-10-09 00:00:00-04:00,167.05999755859375,167.11000061035156,166.00999450683594,166.1199951171875,158300000,0.0,0.0,169.29454387318003,91.71318700598947
1987-10-12 00:00:00-04:00,166.11000061035156,166.11000061035156,163.38999938964844,163.86000061035156,141900000,0.0,0.0,169.05825938349184,73.26033810162525
