Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MA125,Fear_Greed_Index
2003-04-14 00:00:00-04:00,7.360009024613126,7.411375045776367,7.360009024613126,7.411375045776367,93600,0.0,0.0,0.0,7.411375045776367,43.08030851734919
2003-04-15 00:00:00-04:00,7.456869274035009,7.521443978233184,7.456869274035009,7.499429702758789,421200,0.0,0.0,0.0,7.455402374267578,48.411588576439456
2003-04-16 00:00:00-04:00,7.580149545259075,7.616838751810488,7.580149545259075,7.586019515991211,9000,0.0,0.0,0.0,7.498941421508789,45.44290675992244
2003-04-17 00:00:00-04:00,7.627845031672026,7.642520586067088,7.614636339908871,7.640319347381592,17100,0.0,0.0,0.0,7.53428590297699,49.65608877609375
2003-04-21 00:00:00-04:00,7.649122749606223,7.64985649562538,7.63151221532156,7.637381553649902,72900,0.0,0.0,0.0,7.554905033111572,42.64156036008543
2003-04-22 00:00:00-04:00,7.636649007038149,7.663066387176513,7.613167871087394,7.663066387176514,19800,0.0,0.0,0.0,7.5729319254557295,52.709424159683394
2003-04-23 00:00:00-04:00,7.66820243684249,7.69902229309082,7.642519433243879,7.69902229309082,31500,0.0,0.0,0.0,7.590944835117885,54.56451429365352
2003-04-24 00:00:00-04:00,7.638852305922494,7.638852305922494,7.528782177422992,7.547127723693848,90000,0.0,0.0,0.0,7.58546769618988,52.62898070661491
2003-04-25 00:00:00-04:00,7.441460693581434,7.441460693581434,7.411374577173014,7.422381401062012,102600,0.0,0.0,0.0,7.567346996731228,50.503825741681425
2003-04-28 00:00:00-04:00,7.44145959896557,7.544924736022949,7.440725852802576,7.544924736022949,91800,0.0,0.0,0.0,7.5651047706604,52.95720806665285
2003-04-29 00:00:00-04:00,7.661599781840778,7.763598064229882,7.661599781840778,7.7599287033081055,76500,0.0,0.0,0.0,7.582816037264737,43.54388021360459
2003-04-30 00:00:00-04:00,7.741583770150654,7.748187486109331,7.7181026315363095,7.7379150390625,228600,0.0,0.0,0.0,7.595740954081218,50.12074882353462
